Age,Gender (male=1),Gift Size,Billing State
79.0, 1, 102.42, Mississippi
27.0, 0, 116.29, Idaho
47.0, 1, 25.66, Texas
53.0, 0, 18.46, Arizona
25.0, 0, 29.58, California
77.0, 1, 89.71, Arizona
38.0, 1, 74.34, Florida
14.0, 0, 43.38, Utah
98.0, 1, 30.72, Texas
27.0, 1, 11.02, Tennessee
45.0, 0, 53.19, Missouri
13.0, 1, 67.81, Michigan
29.0, 0, 25.42, Indiana
47.0, 1, 9.22, Mississippi
48.0, 0, 183.18, Florida
52.0, 1, 34.7, Washington
36.0, 1, 140.18, North Carolina
38.0, 0, 23.55, Texas
20.0, 0, 92.61, Michigan
68.0, 0, 30.66, North Carolina
34.0, 1, 128.47, California
29.0, 1, 18.1, Texas
28.0, 0, 60.7, West Virginia
12.0, 1, 79.1, Rhode Island
14.0, 1, 77.08, Delaware
22.0, 1, 18.01, Ohio
51.0, 0, 24.46, Ohio
15.0, 0, 15.38, Pennsylvania
31.0, 1, 30.81, Michigan
87.0, 1, 104.5, California
75.0, 0, 46.17, Pennsylvania
1.0, 0, 49.85, North Carolina
15.0, 0, 23.96, Pennsylvania
26.0, 0, 125.41, California
110.0, 0, 62.52, Ohio
76.0, 1, 593.72, California
64.0, 1, 6.12, Pennsylvania
51.0, 0, 8.46, California
56.0, 0, 194.78, North Carolina
52.0, 0, 308.17, New York
3.0, 0, 23.88, Pennsylvania
72.0, 0, 1136.54, Montana
36.0, 0, 33.41, California
10.0, 1, 45.25, Louisiana
45.0, 0, 198.06, Florida
24.0, 0, 311.83, Georgia
32.0, 0, 181.15, Michigan
17.0, 1, 196.91, Ohio
39.0, 0, 93.2, Indiana
81.0, 0, 123.51, Washington
13.0, 1, 204.96, Florida
26.0, 1, 48.29, Louisiana
32.0, 1, 109.03, California
0.0, 1, 47.52, Texas
36.0, 0, 330.73, Wisconsin
16.0, 0, 192.27, California
50.0, 0, 72.84, Texas
15.0, 1, 28.04, California
49.0, 1, 19.16, Oklahoma
62.0, 1, 145.49, Indiana
46.0, 0, 805.91, Texas
17.0, 1, 119.53, Tennessee
35.0, 1, 22.61, New York
73.0, 0, 14.48, Kentucky
39.0, 1, 35.77, New Jersey
18.0, 0, 99.34, Nebraska
47.0, 1, 21.86, Texas
57.0, 1, 225.65, Maryland
38.0, 1, 55.36, Texas
32.0, 1, 175.79, New Jersey
78.0, 0, 78.17, New York
37.0, 0, 27.36, Tennessee
67.0, 0, 724.58, Georgia
39.0, 0, 213.41, Michigan
90.0, 0, 37.46, Kentucky
28.0, 1, 246.44, Mississippi
59.0, 1, 54.75, Massachusetts
4.0, 0, 94.98, Texas
61.0, 0, 135.28, Florida
18.0, 0, 404.35, Georgia
61.0, 1, 222.61, Pennsylvania
17.0, 0, 65.36, Ohio
56.0, 1, 184.52, Washington
28.0, 1, 36.63, Texas
4.0, 1, 695.86, Louisiana
56.0, 1, 16.3, Washington
20.0, 0, 135.92, Texas
50.0, 1, 57.45, Colorado
73.0, 1, 584.06, Tennessee
4.0, 0, 44.03, Alabama
48.0, 1, 103.43, Missouri
43.0, 1, 36.2, Georgia
34.0, 0, 10.53, Georgia
42.0, 0, 23.32, Texas
52.0, 0, 402.57, Texas
52.0, 1, 98.09, New Jersey
39.0, 0, 234.59, Texas
1.0, 0, 1119.76, Georgia
33.0, 0, 57.96, Missouri
19.0, 1, 29.6, New York
31.0, 1, 293.01, South Dakota
39.0, 0, 30.6, Florida
19.0, 1, 170.15, Iowa
18.0, 1, 3.46, Vermont
51.0, 1, 63.58, Oregon
21.0, 1, 35.36, New Jersey
2.0, 1, 70.97, California
51.0, 1, 222.68, Massachusetts
55.0, 1, 164.51, New Jersey
87.0, 0, 40.47, North Carolina
25.0, 1, 18.51, Colorado
49.0, 0, 319.8, North Carolina
53.0, 0, 158.44, West Virginia
53.0, 1, 40.0, Illinois
104.0, 1, 52.78, Arizona
65.0, 1, 144.61, Illinois
60.0, 1, 251.16, Kentucky
40.0, 0, 77.34, Ohio
59.0, 1, 36.43, Indiana
89.0, 0, 115.7, Virginia
49.0, 0, 42.14, Washington
35.0, 1, 126.49, Georgia
105.0, 0, 37.49, Nevada
17.0, 0, 66.79, Mississippi
24.0, 0, 6.49, North Carolina
30.0, 1, 330.47, Texas
46.0, 1, 257.26, Texas
65.0, 0, 130.4, Florida
7.0, 1, 120.88, South Carolina
21.0, 0, 7.06, Colorado
9.0, 0, 42.03, North Carolina
107.0, 0, 26.37, Pennsylvania
40.0, 1, 37.57, California
82.0, 1, 343.56, New Jersey
55.0, 0, 38.22, Virginia
24.0, 1, 458.27, Montana
103.0, 1, 93.29, California
26.0, 0, 238.54, Oklahoma
55.0, 0, 21.03, Washington
30.0, 1, 472.55, Indiana
61.0, 1, 365.47, Massachusetts
25.0, 0, 13.85, New York
105.0, 1, 11.92, Maryland
44.0, 0, 51.48, Alabama
5.0, 1, 515.34, Texas
60.0, 1, 102.95, South Carolina
28.0, 1, 47.26, Florida
24.0, 0, 107.53, New York
61.0, 0, 27.77, North Dakota
26.0, 1, 60.85, South Carolina
90.0, 0, 4.26, New Jersey
62.0, 0, 21.25, Georgia
21.0, 0, 114.24, Michigan
25.0, 0, 30.24, Georgia
75.0, 1, 613.62, California
4.0, 1, 75.99, Nebraska
59.0, 1, 209.47, California
38.0, 1, 6.71, Nebraska
3.0, 1, 66.9, Louisiana
38.0, 0, 93.04, Oregon
45.0, 0, 61.55, California
47.0, 1, 295.45, Texas
65.0, 0, 57.05, California
18.0, 1, 115.44, Nebraska
58.0, 0, 812.3, Texas
54.0, 0, 44.49, Georgia
55.0, 1, 94.26, California
69.0, 1, 129.36, California
44.0, 1, 176.61, Florida
28.0, 1, 145.25, California
20.0, 1, 81.43, California
109.0, 1, 250.62, Indiana
31.0, 1, 275.16, Pennsylvania
40.0, 0, 51.94, Indiana
14.0, 0, 86.26, Minnesota
54.0, 0, 292.67, Alabama
35.0, 1, 9.99, Illinois
14.0, 0, 78.18, Nebraska
55.0, 0, 588.84, Florida
53.0, 1, 84.11, Florida
34.0, 0, 89.91, New York
60.0, 1, 12.35, Massachusetts
34.0, 0, 683.83, California
19.0, 1, 103.4, Texas
64.0, 1, 12.96, Nebraska
1.0, 0, 3.99, South Carolina
45.0, 0, 157.1, Illinois
16.0, 0, 108.52, Indiana
12.0, 0, 94.51, New York
52.0, 0, 35.05, Illinois
16.0, 1, 30.95, Texas
56.0, 1, 195.66, Ohio
66.0, 1, 45.44, North Carolina
1.0, 0, 28.01, Texas
15.0, 1, 67.36, North Carolina
56.0, 0, 405.24, Oklahoma
15.0, 0, 193.3, Texas
110.0, 0, 40.17, Pennsylvania
63.0, 0, 12.47, New York
10.0, 1, 158.2, North Carolina
42.0, 0, 15.93, Connecticut
42.0, 1, 94.48, New Jersey
23.0, 1, 221.77, Kentucky
28.0, 1, 96.67, Arizona
44.0, 0, 29.48, Washington
17.0, 1, 422.59, Missouri
29.0, 0, 11.81, Pennsylvania
110.0, 1, 56.99, Minnesota
44.0, 1, 706.27, Indiana
32.0, 0, 7.99, New Hampshire
74.0, 1, 9.36, Louisiana
53.0, 1, 125.33, Florida
8.0, 1, 5.92, California
21.0, 1, 27.26, Pennsylvania
49.0, 0, 348.83, Massachusetts
6.0, 1, 93.89, North Dakota
67.0, 1, 145.9, Oregon
6.0, 1, 26.66, Texas
53.0, 0, 16.14, South Carolina
16.0, 0, 24.63, Pennsylvania
53.0, 1, 296.51, Florida
7.0, 1, 297.36, Kentucky
9.0, 1, 68.4, Illinois
68.0, 1, 35.25, Illinois
46.0, 0, 6.65, Georgia
39.0, 0, 125.84, California
19.0, 0, 66.18, Indiana
6.0, 1, 92.6, Tennessee
29.0, 1, 28.21, California
88.0, 0, 286.03, Oregon
52.0, 1, 618.62, New Jersey
47.0, 0, 169.36, Oregon
15.0, 0, 98.01, Michigan
43.0, 0, 3.21, West Virginia
10.0, 1, 26.37, Florida
37.0, 1, 57.0, Illinois
57.0, 1, 33.55, California
67.0, 1, 49.4, Florida
19.0, 0, 51.56, Louisiana
57.0, 1, 155.01, Ohio
44.0, 1, 107.85, California
70.0, 0, 180.79, Washington
27.0, 0, 164.07, Wisconsin
4.0, 0, 15.5, New York
63.0, 1, 27.79, Louisiana
46.0, 1, 66.82, Texas
50.0, 0, 43.64, New Mexico
51.0, 1, 262.47, Florida
107.0, 0, 64.07, North Carolina
32.0, 0, 121.6, Georgia
65.0, 1, 85.51, Texas
59.0, 1, 44.92, Virginia
43.0, 1, 215.13, Ohio
6.0, 1, 594.74, North Carolina
1.0, 0, 9.56, New Mexico
3.0, 1, 17.04, Michigan
44.0, 1, 393.41, South Carolina
51.0, 1, 55.6, Kentucky
32.0, 1, 61.96, Illinois
19.0, 0, 33.03, Washington
64.0, 1, 59.47, Arizona
61.0, 1, 17.9, Arkansas
8.0, 1, 58.3, Indiana
0.0, 0, 52.25, Florida
16.0, 1, 8.28, Nevada
46.0, 1, 100.04, Michigan
67.0, 1, 142.13, Maryland
47.0, 1, 31.07, Georgia
42.0, 1, 266.32, Kentucky
19.0, 0, 501.75, California
63.0, 1, 1.71, Michigan
39.0, 1, 109.08, Texas
21.0, 1, 78.73, New York
1.0, 0, 40.65, Connecticut
4.0, 0, 161.76, New York
22.0, 0, 90.57, Connecticut
17.0, 0, 268.1, Texas
2.0, 1, 99.07, Arizona
89.0, 0, 51.19, New York
3.0, 0, 4.24, Maryland
70.0, 1, 136.77, Washington
4.0, 0, 72.03, South Carolina
38.0, 1, 46.99, Montana
89.0, 0, 100.97, New York
15.0, 1, 57.15, Pennsylvania
28.0, 0, 415.29, Alabama
42.0, 0, 55.43, North Dakota
48.0, 0, 236.46, Utah
35.0, 0, 79.6, Texas
41.0, 1, 143.61, Michigan
72.0, 1, 141.49, Maine
12.0, 0, 44.21, New York
25.0, 0, 266.82, California
58.0, 0, 39.85, New York
5.0, 0, 56.93, California
18.0, 1, 15.35, Utah
10.0, 1, 131.89, California
60.0, 1, 34.48, Michigan
5.0, 1, 27.42, Iowa
4.0, 0, 248.19, Kentucky
79.0, 0, 87.83, California
15.0, 1, 94.37, Louisiana
33.0, 1, 12.1, California
40.0, 0, 70.96, Pennsylvania
16.0, 0, 30.34, Pennsylvania
11.0, 1, 109.38, Virginia
18.0, 1, 37.79, Texas
74.0, 1, 36.25, Maryland
51.0, 1, 10.0, New Jersey
17.0, 0, 285.88, Oregon
48.0, 0, 1222.71, New York
46.0, 1, 86.29, Connecticut
71.0, 0, 6.78, Florida
73.0, 0, 52.3, New York
60.0, 1, 3.1, Mississippi
21.0, 0, 8.94, Illinois
14.0, 0, 79.31, Ohio
49.0, 0, 307.28, Colorado
65.0, 1, 190.64, West Virginia
1.0, 1, 47.71, Wisconsin
62.0, 0, 107.26, California
90.0, 0, 21.56, Virginia
36.0, 1, 40.97, Indiana
15.0, 0, 45.77, Virginia
57.0, 1, 83.36, Minnesota
52.0, 1, 147.67, Minnesota
6.0, 1, 7.22, Texas
41.0, 1, 91.73, California
37.0, 1, 482.24, Florida
22.0, 1, 106.46, Minnesota
4.0, 1, 32.19, Louisiana
21.0, 0, 95.72, Missouri
74.0, 0, 14.76, California
75.0, 0, 56.88, Massachusetts
39.0, 1, 33.26, New Hampshire
45.0, 1, 469.4, Pennsylvania
69.0, 1, 53.93, Florida
23.0, 0, 519.96, Florida
39.0, 0, 16.66, Idaho
39.0, 1, 329.24, California
41.0, 1, 7.6, Texas
43.0, 1, 61.84, Texas
36.0, 1, 38.44, Washington
9.0, 0, 23.77, Texas
28.0, 1, 66.79, Florida
76.0, 0, 39.41, Illinois
29.0, 0, 30.52, Arizona
40.0, 0, 121.02, Tennessee
96.0, 0, 29.18, Massachusetts
37.0, 1, 383.77, North Carolina
8.0, 1, 175.07, Massachusetts
24.0, 0, 77.45, New York
47.0, 1, 176.69, Virginia
22.0, 1, 31.59, Connecticut
61.0, 0, 14.71, Missouri
55.0, 1, 173.67, New Jersey
68.0, 0, 105.05, Georgia
59.0, 0, 11.35, Utah
15.0, 1, 20.74, Maryland
89.0, 1, 114.22, California
28.0, 1, 520.01, New York
15.0, 0, 300.26, Florida
112.0, 0, 119.79, California
18.0, 1, 74.54, Idaho
59.0, 1, 382.22, West Virginia
65.0, 0, 30.03, Michigan
18.0, 1, 402.64, Alabama
36.0, 1, 30.69, Florida
59.0, 0, 322.58, New Jersey
45.0, 0, 23.3, New Jersey
78.0, 1, 27.97, Texas
0.0, 0, 15.77, Maryland
101.0, 1, 25.92, Maryland
68.0, 1, 8.19, New Jersey
57.0, 0, 45.54, Florida
58.0, 1, 189.04, South Carolina
38.0, 0, 43.18, Wisconsin
98.0, 1, 61.95, California
57.0, 0, 130.0, Michigan
64.0, 0, 193.55, Minnesota
44.0, 1, 52.26, California
0.0, 1, 72.35, Florida
65.0, 1, 29.56, Utah
21.0, 0, 12.59, California
20.0, 1, 27.93, Michigan
71.0, 0, 468.08, Michigan
27.0, 0, 1840.05, California
22.0, 1, 18.38, Colorado
54.0, 0, 147.73, Florida
69.0, 1, 18.54, Wisconsin
21.0, 1, 97.93, Kentucky
9.0, 0, 77.89, Pennsylvania
58.0, 0, 40.62, New York
1.0, 0, 13.18, Wisconsin
16.0, 1, 36.15, Texas
35.0, 0, 148.34, Minnesota
14.0, 0, 105.95, Massachusetts
87.0, 0, 66.87, Connecticut
9.0, 1, 97.84, Oklahoma
4.0, 0, 16.76, Florida
22.0, 0, 224.66, New Jersey
39.0, 0, 96.79, Arizona
76.0, 0, 65.87, California
9.0, 1, 195.62, Texas
35.0, 1, 70.89, Arizona
48.0, 1, 361.81, California
12.0, 1, 141.48, Kansas
2.0, 0, 58.59, New York
40.0, 0, 38.09, Idaho
59.0, 1, 182.12, Washington
77.0, 1, 131.33, North Carolina
66.0, 1, 269.09, Colorado
57.0, 1, 93.38, South Carolina
31.0, 0, 32.3, California
54.0, 1, 82.4, Florida
76.0, 0, 13.77, Connecticut
22.0, 0, 81.82, Ohio
40.0, 1, 31.14, Arkansas
68.0, 1, 223.0, Virginia
70.0, 1, 23.95, Alabama
54.0, 0, 55.5, Kentucky
52.0, 0, 153.73, Florida
14.0, 1, 42.38, Ohio
19.0, 0, 22.24, Louisiana
34.0, 0, 11.19, California
20.0, 0, 69.23, California
65.0, 0, 209.08, Illinois
14.0, 0, 27.22, Minnesota
24.0, 0, 35.97, Mississippi
64.0, 0, 25.15, Texas
65.0, 0, 164.58, Texas
1.0, 1, 6.89, Michigan
46.0, 0, 12.84, Alabama
58.0, 0, 77.13, Nebraska
10.0, 0, 714.18, Missouri
59.0, 1, 393.15, California
30.0, 0, 24.34, Texas
32.0, 1, 42.22, Iowa
45.0, 0, 5.19, Nevada
34.0, 1, 24.57, New York
64.0, 1, 19.09, Illinois
66.0, 0, 27.36, Idaho
22.0, 1, 127.48, New York
62.0, 1, 103.81, Florida
106.0, 1, 78.54, California
3.0, 1, 48.41, Texas
15.0, 0, 18.99, Michigan
14.0, 0, 23.5, Florida
60.0, 1, 110.18, Alabama
32.0, 0, 86.87, Texas
51.0, 0, 12.15, Michigan
35.0, 0, 18.45, Iowa
43.0, 0, 377.79, Virginia
28.0, 0, 34.5, Georgia
53.0, 0, 6.79, Minnesota
16.0, 1, 62.23, Connecticut
9.0, 0, 73.51, California
57.0, 1, 31.09, Kansas
44.0, 1, 454.59, Missouri
68.0, 0, 38.28, California
8.0, 0, 63.44, Pennsylvania
12.0, 1, 19.02, California
28.0, 1, 48.17, Georgia
46.0, 0, 237.21, Illinois
85.0, 0, 457.25, Michigan
20.0, 0, 42.36, New Jersey
68.0, 1, 23.32, North Dakota
28.0, 0, 60.14, California
2.0, 0, 233.92, Maryland
10.0, 0, 46.47, Alaska
89.0, 1, 72.5, Missouri
112.0, 0, 104.37, Texas
26.0, 1, 81.2, Ohio
51.0, 1, 53.57, Tennessee
18.0, 0, 39.44, New York
48.0, 0, 26.99, Alabama
52.0, 0, 244.72, Nevada
2.0, 0, 169.93, Montana
48.0, 0, 17.96, Nevada
28.0, 0, 76.07, Illinois
55.0, 0, 51.1, New York
51.0, 1, 57.83, Pennsylvania
19.0, 1, 18.01, Arizona
103.0, 0, 128.96, Pennsylvania
60.0, 0, 405.97, California
47.0, 1, 422.97, California
23.0, 1, 567.62, Texas
28.0, 1, 32.23, New York
27.0, 1, 15.19, Delaware
32.0, 0, 19.12, Maryland
6.0, 1, 127.09, Ohio
16.0, 1, 60.48, New York
54.0, 0, 109.09, New Mexico
58.0, 1, 146.64, Georgia
26.0, 1, 119.27, Kansas
8.0, 0, 19.5, Minnesota
41.0, 0, 239.57, Kentucky
32.0, 1, 26.0, Arizona
87.0, 0, 318.12, Wisconsin
92.0, 1, 44.0, Maryland
9.0, 0, 47.42, Tennessee
84.0, 0, 38.58, Massachusetts
60.0, 1, 16.93, Florida
35.0, 1, 143.44, Texas
35.0, 1, 26.1, Washington
12.0, 0, 28.56, Maryland
95.0, 0, 3.34, Pennsylvania
70.0, 1, 80.26, Maryland
13.0, 1, 86.45, New York
15.0, 0, 34.2, Illinois
9.0, 1, 28.84, New York
12.0, 0, 112.92, Florida
3.0, 0, 259.11, Alaska
51.0, 1, 4.7, Indiana
36.0, 0, 98.37, Illinois
68.0, 1, 145.59, Florida
56.0, 1, 36.52, Alabama
0.0, 0, 144.87, California
81.0, 0, 59.35, Ohio
51.0, 0, 62.75, Kansas
72.0, 0, 177.73, Massachusetts
40.0, 1, 25.7, Virginia
50.0, 0, 241.23, Michigan
67.0, 0, 358.78, New Jersey
64.0, 0, 1731.46, California
83.0, 1, 108.22, Illinois
52.0, 1, 13.77, Idaho
39.0, 0, 101.76, Texas
21.0, 0, 193.87, Illinois
68.0, 1, 98.55, California
80.0, 0, 57.65, Ohio
56.0, 0, 31.29, Michigan
56.0, 0, 138.59, California
44.0, 1, 241.69, Florida
2.0, 1, 188.98, Nevada
1.0, 1, 129.94, Georgia
40.0, 1, 116.26, Texas
2.0, 0, 6.35, Montana
66.0, 1, 75.07, Maine
62.0, 0, 121.5, Maryland
39.0, 1, 8.67, Texas
26.0, 0, 117.07, Georgia
33.0, 0, 105.73, Indiana
46.0, 1, 87.46, Pennsylvania
97.0, 1, 59.38, Georgia
4.0, 0, 11.8, Kentucky
55.0, 1, 28.88, New Jersey
73.0, 0, 183.91, Minnesota
49.0, 0, 27.59, Texas
4.0, 1, 36.51, South Carolina
34.0, 0, 104.03, California
57.0, 1, 132.88, California
53.0, 0, 133.85, Florida
20.0, 1, 93.44, Virginia
20.0, 1, 28.07, Connecticut
42.0, 1, 263.33, Florida
7.0, 1, 2.61, North Carolina
8.0, 0, 55.06, Utah
12.0, 1, 2194.12, California
35.0, 1, 31.42, New Jersey
2.0, 0, 70.3, Florida
46.0, 0, 23.62, Minnesota
67.0, 1, 6.67, Georgia
46.0, 0, 25.28, Alabama
92.0, 1, 16.53, Alabama
26.0, 0, 22.16, Massachusetts
24.0, 1, 29.83, Missouri
37.0, 0, 40.37, North Carolina
48.0, 0, 79.92, California
68.0, 1, 326.19, Michigan
31.0, 1, 12.79, California
30.0, 1, 13.52, Michigan
15.0, 1, 32.66, Florida
13.0, 1, 89.69, Connecticut
57.0, 1, 56.05, New Jersey
22.0, 0, 38.78, Idaho
24.0, 1, 78.57, Arizona
85.0, 1, 49.57, Alabama
43.0, 0, 167.75, California
60.0, 1, 296.85, North Carolina
12.0, 0, 333.02, New York
4.0, 0, 93.52, Illinois
3.0, 1, 22.28, California
58.0, 1, 1280.09, California
58.0, 0, 5.84, Mississippi
20.0, 0, 584.32, Massachusetts
12.0, 1, 332.55, Ohio
65.0, 1, 56.89, Texas
16.0, 0, 93.31, Kentucky
81.0, 1, 11.93, Maryland
28.0, 0, 224.67, New Jersey
88.0, 1, 51.56, Kansas
99.0, 1, 8.84, Arizona
39.0, 1, 8.2, Tennessee
97.0, 1, 54.12, South Carolina
55.0, 0, 110.82, Texas
48.0, 0, 36.92, Texas
77.0, 1, 42.31, North Carolina
44.0, 1, 48.03, Ohio
56.0, 1, 60.83, Georgia
35.0, 1, 78.57, Iowa
39.0, 1, 162.51, Massachusetts
42.0, 0, 235.62, California
12.0, 1, 100.73, Florida
78.0, 0, 35.65, New York
41.0, 1, 168.51, New York
50.0, 1, 22.25, New York
0.0, 0, 41.14, Louisiana
17.0, 0, 131.86, California
49.0, 1, 55.46, North Carolina
36.0, 1, 15.27, Indiana
51.0, 0, 626.19, Massachusetts
40.0, 1, 4.54, New Jersey
58.0, 1, 17.12, New York
57.0, 1, 321.64, Indiana
26.0, 0, 19.33, Maryland
76.0, 0, 46.04, New York
15.0, 1, 19.44, Michigan
73.0, 1, 78.1, Michigan
31.0, 1, 138.86, North Carolina
55.0, 1, 41.7, Texas
13.0, 1, 142.7, Michigan
23.0, 0, 195.67, California
28.0, 1, 86.86, Virginia
43.0, 1, 259.89, Georgia
21.0, 0, 37.33, Nevada
39.0, 0, 68.72, Colorado
8.0, 0, 17.12, Utah
81.0, 0, 5.48, Tennessee
59.0, 1, 144.67, California
89.0, 1, 2.43, Georgia
13.0, 1, 163.54, West Virginia
4.0, 0, 63.35, North Dakota
15.0, 1, 51.13, Washington
15.0, 0, 29.22, Idaho
5.0, 0, 36.33, West Virginia
21.0, 1, 301.4, California
40.0, 1, 51.96, New York
18.0, 0, 191.38, Texas
48.0, 0, 83.58, Minnesota
17.0, 0, 59.45, Illinois
70.0, 0, 19.98, New York
23.0, 0, 140.55, Illinois
87.0, 0, 1183.87, New York
1.0, 0, 28.13, Wisconsin
14.0, 1, 155.85, Michigan
22.0, 1, 137.17, Massachusetts
16.0, 1, 87.22, Iowa
52.0, 0, 236.92, Massachusetts
54.0, 0, 141.93, Washington
44.0, 0, 274.31, New Jersey
10.0, 0, 94.9, Michigan
30.0, 0, 12.01, Michigan
66.0, 1, 238.39, Massachusetts
23.0, 0, 94.98, Illinois
37.0, 0, 33.48, Nevada
31.0, 0, 477.08, Maryland
6.0, 1, 33.5, Florida
12.0, 0, 76.64, Ohio
56.0, 0, 474.67, New Jersey
57.0, 1, 73.93, Texas
65.0, 1, 94.27, New Mexico
42.0, 1, 45.77, Alabama
19.0, 1, 45.04, Idaho
51.0, 0, 121.22, Ohio
3.0, 0, 62.72, Arizona
39.0, 1, 78.33, California
13.0, 1, 14.8, Ohio
79.0, 1, 36.39, Colorado
38.0, 1, 25.65, California
96.0, 1, 233.87, Tennessee
33.0, 0, 175.83, South Carolina
16.0, 1, 38.96, Ohio
5.0, 1, 50.14, Arizona
1.0, 0, 8.37, Colorado
72.0, 1, 439.23, Virginia
7.0, 0, 125.23, Florida
61.0, 1, 184.81, Michigan
60.0, 1, 23.93, Texas
16.0, 0, 24.48, Indiana
32.0, 0, 150.96, Illinois
33.0, 1, 65.34, Colorado
58.0, 0, 12.18, Georgia
56.0, 0, 410.03, Tennessee
40.0, 1, 14.05, Florida
12.0, 1, 20.69, Pennsylvania
24.0, 0, 55.29, California
23.0, 0, 103.57, Delaware
48.0, 0, 43.03, Ohio
32.0, 1, 49.78, Texas
1.0, 0, 61.85, Texas
97.0, 1, 54.21, Tennessee
1.0, 1, 66.87, California
13.0, 0, 205.5, Massachusetts
11.0, 1, 114.13, Texas
54.0, 1, 44.23, Maryland
78.0, 1, 83.96, Tennessee
58.0, 1, 70.76, Ohio
34.0, 1, 43.62, Nevada
59.0, 1, 108.99, Tennessee
30.0, 1, 83.8, Oklahoma
4.0, 0, 10.59, Colorado
35.0, 0, 311.46, New York
41.0, 0, 63.83, Ohio
48.0, 0, 663.7, Florida
19.0, 1, 16.27, Colorado
5.0, 0, 53.13, Virginia
42.0, 1, 8.24, Minnesota
32.0, 1, 28.16, Massachusetts
3.0, 1, 20.68, Kansas
9.0, 0, 135.81, Florida
53.0, 1, 27.44, Ohio
55.0, 0, 94.13, Colorado
12.0, 1, 73.1, Ohio
49.0, 1, 170.81, Georgia
20.0, 0, 29.11, New Hampshire
48.0, 0, 84.9, Ohio
106.0, 0, 157.16, Massachusetts
62.0, 1, 327.67, Nebraska
10.0, 0, 46.42, Indiana
54.0, 0, 63.33, South Carolina
3.0, 0, 30.59, Oregon
13.0, 1, 72.82, Florida
52.0, 1, 109.05, California
12.0, 1, 227.59, Wyoming
33.0, 1, 122.43, Florida
45.0, 0, 44.95, South Carolina
9.0, 1, 22.68, California
16.0, 1, 22.85, Kentucky
71.0, 1, 59.66, Tennessee
12.0, 1, 88.04, Virginia
76.0, 1, 68.35, New York
46.0, 1, 151.76, Florida
17.0, 0, 179.18, California
3.0, 1, 503.99, Nevada
2.0, 1, 46.1, Pennsylvania
37.0, 1, 42.23, Texas
13.0, 1, 197.03, New Jersey
35.0, 1, 116.67, Utah
53.0, 0, 627.16, North Carolina
33.0, 1, 62.74, Georgia
49.0, 1, 48.77, Oregon
0.0, 1, 30.59, California
35.0, 0, 20.21, Georgia
74.0, 0, 32.36, California
46.0, 0, 26.69, Wisconsin
35.0, 0, 133.57, California
20.0, 0, 95.1, Mississippi
3.0, 1, 42.8, Missouri
6.0, 1, 158.14, Florida
45.0, 0, 256.39, New York
45.0, 1, 41.8, Florida
33.0, 0, 18.11, Oregon
10.0, 0, 91.05, Indiana
53.0, 1, 18.15, Maryland
2.0, 1, 201.98, Tennessee
63.0, 1, 31.81, Massachusetts
34.0, 0, 34.09, Montana
69.0, 0, 9.08, Washington
100.0, 1, 73.77, Illinois
35.0, 1, 15.65, Tennessee
61.0, 1, 72.39, Florida
68.0, 0, 67.59, Texas
16.0, 1, 40.89, Massachusetts
33.0, 1, 139.61, Indiana
1.0, 1, 221.33, Nebraska
44.0, 0, 39.76, California
14.0, 0, 19.73, Georgia
8.0, 0, 617.39, California
36.0, 1, 15.47, California
31.0, 1, 10.66, New Jersey
45.0, 0, 28.71, Tennessee
13.0, 0, 80.77, Nebraska
54.0, 1, 110.02, Georgia
73.0, 1, 10.53, Missouri
1.0, 1, 56.33, Illinois
22.0, 0, 39.12, Illinois
38.0, 0, 236.96, New York
2.0, 1, 156.82, California
12.0, 1, 36.68, Oklahoma
13.0, 0, 24.89, Georgia
53.0, 0, 4.34, Kansas
104.0, 0, 31.4, California
42.0, 0, 72.61, Ohio
16.0, 0, 164.94, Arizona
15.0, 1, 118.03, Georgia
18.0, 1, 153.16, California
83.0, 0, 29.07, California
70.0, 0, 160.22, Oklahoma
45.0, 0, 833.61, Texas
27.0, 0, 21.39, Kentucky
24.0, 1, 6.37, Illinois
11.0, 1, 134.47, Michigan
34.0, 1, 161.56, New York
3.0, 1, 12.99, Texas
55.0, 0, 231.07, Arkansas
42.0, 0, 16.49, Texas
69.0, 0, 26.2, Ohio
15.0, 1, 593.58, Washington
25.0, 1, 33.85, California
22.0, 0, 138.39, California
2.0, 0, 5.9, Indiana
9.0, 0, 271.87, Washington
73.0, 0, 68.82, Arizona
0.0, 0, 14.21, Texas
6.0, 1, 418.83, Tennessee
15.0, 1, 52.31, Illinois
61.0, 1, 48.36, California
94.0, 0, 27.3, Alabama
27.0, 1, 50.09, Illinois
12.0, 1, 5.12, Indiana
41.0, 0, 45.32, Illinois
33.0, 1, 202.01, Georgia
5.0, 1, 150.33, Oregon
24.0, 1, 8.68, West Virginia
34.0, 1, 27.36, California
33.0, 1, 309.62, Illinois
7.0, 1, 25.09, New York
31.0, 1, 50.67, Texas
15.0, 0, 52.62, Tennessee
24.0, 1, 160.14, California
48.0, 1, 91.81, Pennsylvania
33.0, 0, 149.33, New York
83.0, 1, 238.61, Arizona
59.0, 1, 560.49, Indiana
51.0, 0, 105.99, Minnesota
34.0, 1, 54.61, California
1.0, 0, 9.98, Arizona
33.0, 0, 299.76, California
53.0, 1, 25.24, Washington
9.0, 0, 42.37, Florida
1.0, 0, 312.73, California
44.0, 1, 30.97, Illinois
